Test miscellaneous vector instructions


Throughput unaligned read movdqu xmm,[m]

     Clock   Core cyc   Instruct   uops RAT       Uops     uop p0   Mov elim 
      8772      10009      10210      30137      30110      10000          0 


Throughput: vmaskmovps [m256],r256,r256 (pattern 0x55)

     Clock   Core cyc   Instruct   uops RAT       Uops     uop p0   Mov elim 
      9288      10592      10221      30141      30121      10002          0 
      8818      10069      10221      30143      30121      10002          0 
      8808      10065      10221      30143      30121      10002          0 
      8781      10030      10221      30139      30121      10002          0 
      8786      10029      10221      30139      30121      10002          0 
      8798      10028      10221      30139      30121      10002          0 
      8808      10029      10221      30139      30121      10002          0 
      8812      10028      10221      30139      30121      10002          0 
      8803      10028      10221      30139      30121      10002          0 
      8796      10031      10221      30139      30121      10002          0 


Throughput: vmaskmovps [m256],r256,r256 (pattern 0x33)

     Clock   Core cyc   Instruct   uops RAT       Uops     uop p0   Mov elim 
      9407      10714      10221      30142      30121      10002          0 
      8869      10107      10221      30147      30121      10003          0 
      8893      10149      10221      30152      30121      10002          0 
      8888      10150      10221      30140      30121      10003          0 
      8844      10104      10221      30143      30121      10003          0 
      8836      10086      10221      30140      30121      10003          0 
      8814      10053      10221      30138      30121      10001          0 
      8858      10083      10221      30143      30121      10002          0 
      8828      10043      10221      30137      30121      10002          0 
      8806      10028      10221      30139      30121      10002          0 


Throughput: vmaskmovps [m256],r256,r256 (pattern 0xff)

     Clock   Core cyc   Instruct   uops RAT       Uops     uop p0   Mov elim 
      9230      10541      10213      30142      30113      10001          0 
      8759      10012      10213      30138      30113      10001          0 
      8767      10012      10213      30139      30113      10001          0 
      8779      10014      10213      30150      30113      10001          0 
      8784      10010      10213      30140      30113      10001          0 
      8792      10008      10213      30140      30113      10001          0 
      8787      10010      10213      30140      30113      10001          0 
      8780      10010      10213      30140      30113      10001          0 
      8768      10009      10213      30140      30113      10001          0 
      8760      10009      10213      30140      30113      10001          0 


Throughput: vmaskmovps [m256],r256,r256 (pattern 0x55)

     Clock   Core cyc   Instruct       Uops     uop p0     uop p1     uop p2 
      9286      10592      10221      30121      10002          2       4289 
      8838      10066      10221      30121      10002          2       4288 
      8846      10065      10221      30121      10002          2       4288 
      8804      10027      10221      30121      10002          2       4288 
      8796      10029      10221      30121      10002          2       4288 
      8787      10027      10221      30121      10002          2       4288 
      8778      10029      10221      30121      10002          2       4288 
      8778      10027      10221      30121      10002          2       4288 
      8786      10027      10221      30121      10002          2       4288 
      8795      10027      10221      30121      10002          2       4288 

     Clock   Core cyc   Instruct       Uops     uop p3     uop p4     uop p5 
      9324      10617      10221      30121       5716      10000          3 
      8844      10065      10221      30121       5717      10000          3 
      8834      10064      10221      30121       5717      10000          3 
      8824      10065      10221      30121       5717      10000          3 
      8784      10030      10221      30121       5717      10000          3 
      8776      10027      10221      30121       5717      10000          3 
      8779      10028      10221      30121       5717      10000          3 
      8787      10028      10221      30121       5717      10000          3 
      8796      10027      10221      30121       5717      10000          3 
      8807      10028      10221      30121       5717      10000          3 

     Clock   Core cyc   Instruct       Uops     uop p6     uop p7   uops RAT 
      9111      10385      10221      30121        103          0      30143 
      8826      10069      10221      30121        103          0      30143 
      8812      10066      10221      30121        103          0      30143 
      8806      10066      10221      30121        103          0      30143 
      8779      10029      10221      30121        101          0      30139 
      8788      10029      10221      30121        101          0      30139 
      8800      10031      10221      30121        101          0      30139 
      8810      10029      10221      30121        101          0      30139 
      8802      10029      10221      30121        101          0      30139 
      8798      10032      10221      30121        101          0      30139 


Latency: vmaskmovps [m256],r256,r256 (pattern 0x55)

     Clock   Core cyc   Instruct   uops RAT       Uops     uop p0   Mov elim 
    140486     160190      20221      40152      40121      10003          0 
    140249     159996      20221      40161      40121      10003          0 
    140364     160026      20221      40161      40121      10003          0 
    170884     162930      20221      40795      40494      10127          0 
    135879     159999      20221      40156      40121      10002          0 
    135905     159994      20221      40125      40121      10001          0 
    135927     159994      20221      40125      40121      10001          0 
    135857     159994      20221      40125      40121      10001          0 
    135953     159995      20221      40125      40121      10001          0 
    135859     159998      20221      40125      40121      10001          0 


Throughput: vmaskmovpd r128,r128,[m128] (pattern 0x00)

     Clock   Core cyc   Instruct   uops RAT       Uops     uop p0   Mov elim 
      4875       5738      10218      20148      20118       3342          0 
      4375       5147      10218      20152      20118       3257          0 
      4371       5138      10218      20154      20118       3265          0 
      4371       5138      10218      20154      20118       3297          0 
      4345       5106      10218      20145      20118       3290          0 
      4342       5106      10218      20145      20118       3290          0 
      4338       5106      10218      20145      20118       3285          0 
      4339       5106      10218      20145      20118       3248          0 
      4336       5106      10218      20145      20118       3290          0 
      4332       5106      10218      20145      20118       3290          0 


Throughput: vmaskmovpd r128,r128,[m128] (pattern 0x02)

     Clock   Core cyc   Instruct   uops RAT       Uops     uop p0   Mov elim 
      4724       5594      10207      20137      20107       3288          0 
      4508       5140      10207      20142      20107       3232          0 
      4502       5135      10207      20143      20107       3229          0 
      4469       5102      10207      20134      20107       3226          0 
      4469       5103      10207      20134      20107       3226          0 
      4465       5102      10207      20134      20107       3226          0 
      4463       5102      10207      20134      20107       3226          0 
      4467       5105      10207      20134      20107       3226          0 
      4471       5103      10207      20134      20107       3226          0 
      4474       5102      10207      20134      20107       3226          0 


Throughput: vmaskmovpd r128,r128,[m128] (pattern 0x55)

     Clock   Core cyc   Instruct   uops RAT       Uops     uop p0   Mov elim 
      5065       5784      10218      20147      20118       3357          0 
      4492       5135      10218      20153      20118       3239          0 
      4491       5136      10218      20153      20118       3225          0 
      4469       5105      10218      20145      20118       3225          0 
      4467       5103      10218      20145      20118       3225          0 
      4469       5103      10218      20145      20118       3225          0 
      4476       5104      10218      20145      20118       3225          0 
      4476       5104      10218      20145      20118       3225          0 
      4480       5104      10218      20145      20118       3225          0 
      4481       5104      10218      20145      20118       3225          0 


Throughput: vmaskmovpd r128,r128,[m128] (pattern 0x33)

     Clock   Core cyc   Instruct   uops RAT       Uops     uop p0   Mov elim 
      5018       5727      10218      20147      20118       3301          0 
      4505       5138      10218      20154      20118       3266          0 
      4504       5137      10218      20154      20118       3285          0 
      4480       5106      10218      20145      20118       3291          0 
      4485       5106      10218      20145      20118       3291          0 
      4489       5106      10218      20145      20118       3291          0 
      4490       5106      10218      20145      20118       3291          0 
      4486       5106      10218      20145      20118       3291          0 
      4487       5106      10218      20145      20118       3291          0 
      4483       5106      10218      20145      20118       3291          0 


Throughput: vmaskmovpd r128,r128,[m128] (pattern 0xff)

     Clock   Core cyc   Instruct   uops RAT       Uops     uop p0   Mov elim 
     19410      22866      10213      20136      20113       3371          0 
     19149      22512      10213      20154      20113       3373          0 
     12474      14665      10213      20137      20113       3337          0 
      4336       5105      10213      20140      20113       3252          0 
      4336       5105      10213      20140      20113       3252          0 
      4332       5105      10213      20140      20113       3252          0 
      4330       5105      10213      20140      20113       3252          0 
      4326       5104      10213      20140      20113       3252          0 
      4329       5108      10213      20140      20113       3252          0 
      4326       5106      10213      20140      20113       3252          0 


Throughput: vmaskmovpd r128,r128,[m128] (pattern 0x55)

     Clock   Core cyc   Instruct       Uops     uop p0     uop p1     uop p2 
      5093       5808      10218      20118       3231       3564       5005 
      4504       5142      10218      20118       3226       3500       5006 
      4474       5110      10218      20118       3290       3485       5006 
      4467       5109      10218      20118       3226       3482       5006 
      4471       5110      10218      20118       3226       3482       5006 
      4473       5110      10218      20118       3226       3482       5006 
      4475       5112      10218      20118       3238       3471       5006 
      4482       5111      10218      20118       3249       3467       5006 
      4482       5108      10218      20118       3226       3482       5006 
      4483       5108      10218      20118       3226       3482       5006 

     Clock   Core cyc   Instruct       Uops     uop p3     uop p4     uop p5 
      5430       5808      10218      20118       5006          0       3237 
      4804       5134      10218      20118       5006          0       3276 
      4809       5134      10218      20118       5006          0       3281 
      4784       5103      10218      20118       5006          0       3299 
      4784       5103      10218      20118       5006          0       3299 
      4787       5103      10218      20118       5006          0       3299 
      4792       5103      10218      20118       5006          0       3299 
      4795       5103      10218      20118       5006          0       3299 
      4791       5103      10218      20118       5006          0       3299 
      4786       5103      10218      20118       5006          0       3299 

     Clock   Core cyc   Instruct       Uops     uop p6     uop p7   uops RAT 
      5018       5913      10218      20118        103          0      20149 
      4356       5138      10218      20118        105          0      20151 
      4354       5135      10218      20118        105          0      20153 
      4357       5136      10218      20118        105          0      20153 
      4332       5102      10218      20118        101          0      20145 
      4334       5102      10218      20118        101          0      20145 
      4332       5103      10218      20118        101          0      20145 
      4336       5103      10218      20118        101          0      20145 
      4340       5102      10218      20118        101          0      20145 
      4342       5102      10218      20118        101          0      20145 


Throughput: vmaskmovpd r256,r256,[m256] (pattern 0x00)

     Clock   Core cyc   Instruct   uops RAT       Uops     uop p0   Mov elim 
      5010       6071      10218      20146      20118       3438          0 
      4241       5142      10218      20154      20118       3422          0 
      4239       5139      10218      20154      20118       3412          0 
      4207       5106      10218      20145      20118       3408          0 
      4207       5106      10218      20145      20118       3408          0 
      4203       5106      10218      20145      20118       3408          0 
      4201       5106      10218      20145      20118       3408          0 
      4199       5106      10218      20145      20118       3408          0 
      4197       5106      10218      20145      20118       3408          0 
      4193       5106      10218      20145      20118       3408          0 


Throughput: vmaskmovpd r256,r256,[m256] (pattern 0x02)

     Clock   Core cyc   Instruct   uops RAT       Uops     uop p0   Mov elim 
      4633       5666      10207      20135      20107       3433          0 
      4358       5134      10207      20142      20107       3404          0 
      4352       5139      10207      20143      20107       3405          0 
      4353       5136      10207      20143      20107       3399          0 
      4328       5102      10207      20134      20107       3391          0 
      4332       5106      10207      20134      20107       3391          0 
      4332       5102      10207      20134      20107       3391          0 
      4336       5102      10207      20134      20107       3391          0 
      4341       5106      10207      20134      20107       3391          0 
      4342       5102      10207      20134      20107       3391          0 


Throughput: vmaskmovpd r256,r256,[m256] (pattern 0x55)

     Clock   Core cyc   Instruct   uops RAT       Uops     uop p0   Mov elim 
      5378       6129      10218      20149      20118       3424          0 
      4504       5134      10218      20151      20118       3409          0 
      4502       5137      10218      20153      20118       3408          0 
      4500       5136      10218      20153      20118       3394          0 
      4468       5104      10218      20145      20118       3387          0 
      4466       5104      10218      20145      20118       3387          0 
      4466       5104      10218      20145      20118       3387          0 
      4472       5104      10218      20145      20118       3387          0 
      4472       5105      10218      20145      20118       3387          0 
      4475       5105      10218      20145      20118       3387          0 


Throughput: vmaskmovpd r256,r256,[m256] (pattern 0x33)

     Clock   Core cyc   Instruct   uops RAT       Uops     uop p0   Mov elim 
      5297       6234      10218      20144      20118       3447          0 
      4363       5141      10218      20154      20118       3417          0 
      4334       5108      10218      20145      20118       3409          0 
      4330       5107      10218      20145      20118       3409          0 
      4324       5107      10218      20145      20118       3409          0 
      4324       5107      10218      20145      20118       3409          0 
      4326       5106      10218      20145      20118       3409          0 
      4330       5106      10218      20145      20118       3409          0 
      4335       5106      10218      20145      20118       3409          0 
      4336       5106      10218      20145      20118       3409          0 


Throughput: vmaskmovpd r256,r256,[m256] (pattern 0xff)

     Clock   Core cyc   Instruct   uops RAT       Uops     uop p0   Mov elim 
      5066       5976      10213      20142      20113       3444          0 
      4359       5146      10213      20149      20113       3425          0 
      4352       5136      10213      20149      20113       3412          0 
      4329       5106      10213      20140      20113       3409          0 
      4331       5107      10213      20140      20113       3409          0 
      4336       5106      10213      20140      20113       3409          0 
      4333       5105      10213      20140      20113       3409          0 
      4339       5105      10213      20140      20113       3409          0 
      4342       5105      10213      20140      20113       3409          0 
      4345       5105      10213      20140      20113       3409          0 


Throughput: vmaskmovpd r256,r256,[m256] (pattern 0x55)

     Clock   Core cyc   Instruct       Uops     uop p0     uop p1     uop p2 
      4880       5934      10218      20118       3443       3447       5006 
      4220       5135      10218      20118       3394       3414       5006 
      4194       5103      10218      20118       3387       3406       5006 
      4194       5103      10218      20118       3387       3406       5006 
      4196       5103      10218      20118       3387       3406       5006 
      4198       5103      10218      20118       3387       3406       5006 
      4202       5103      10218      20118       3387       3406       5006 
      4202       5103      10218      20118       3387       3406       5006 
      4206       5103      10218      20118       3387       3406       5006 
      4208       5103      10218      20118       3387       3406       5006 

     Clock   Core cyc   Instruct       Uops     uop p3     uop p4     uop p5 
      5190       5920      10218      20118       5006          0       3165 
      4508       5135      10218      20118       5006          0       3121 
      4508       5134      10218      20118       5005          0       3120 
      4514       5135      10218      20118       5006          0       3137 
      4510       5134      10218      20118       5006          0       3197 
      4480       5102      10218      20118       5006          0       3212 
      4475       5102      10218      20118       5006          0       3212 
      4475       5102      10218      20118       5006          0       3212 
      4475       5102      10218      20118       5006          0       3212 
      4471       5102      10218      20118       5006          0       3212 

     Clock   Core cyc   Instruct       Uops     uop p6     uop p7   uops RAT 
      5061       5951      10218      20118        103          0      20149 
      4364       5135      10218      20118        105          0      20151 
      4362       5137      10218      20118        105          0      20153 
      4334       5103      10218      20118        101          0      20145 
      4329       5103      10218      20118        101          0      20145 
      4326       5103      10218      20118        101          0      20145 
      4324       5103      10218      20118        101          0      20145 
      4328       5103      10218      20118        101          0      20145 
      4328       5103      10218      20118        101          0      20145 
      4332       5103      10218      20118        101          0      20145 


Latency: vmaskmovpd r128,r128,[m128] + vmovaps (pattern 0x55)

     Clock   Core cyc   Instruct   uops RAT       Uops     uop p0   Mov elim 
     49700      60601      20218      30132      40118      25006          0 
     61847      75045      20218      30136      40118      27867          0 
     50356      61127      20218      30137      40118      23820          0 
     61774      75046      20218      30119      40118      27849          0 
     49619      60191      20218      30123      40118      23582          0 
     61813      75046      20218      30119      40118      27849          0 
     49538      60191      20218      30123      40118      23582          0 
     61853      75046      20218      30119      40118      27849          0 
     49558      60191      20218      30123      40118      23582          0 
     61793      75046      20218      30119      40118      27849          0 


Latency: vmaskmovpd r256,r256,[m256] + vmovaps (pattern 0x55)

     Clock   Core cyc   Instruct   uops RAT       Uops     uop p0   Mov elim 
     64158      78113      20218      30125      40118      27811          0 
     63924      77651      20218      30131      40118      26802          0 
     63980      77656      20218      30131      40118      26845          0 
     63988      77644      20218      30131      40118      27500          0 
     63946      77651      20218      30120      40118      27582          0 
     63926      77651      20218      30120      40118      27617          0 
     63976      77651      20218      30120      40118      27579          0 
     63996      77652      20218      30120      40118      27617          0 
     63940      77651      20218      30120      40118      27579          0 
     63926      77652      20218      30120      40118      27616          0 


Throughput: vmaskmovpd [m128],r128,r128 (pattern 0x00)

     Clock   Core cyc   Instruct   uops RAT       Uops     uop p0   Mov elim 
     10064      11875      10218      30224      30147      10016          0 
     11428      13452      10218      30286      30172      10019          0 
      9705      11454      10218      30158      30128      10003          0 
     10280      12159      10218      30132      30126      10000          0 
     13017      15359      10218      30369      30195      10055          0 
     13518      15918      10218      30222      30153      10022          0 
     12734      14973      10218      30409      30210      10058          0 
      8595      10100      10218      30149      30118      10006          0 
      8653      10181      10218      30149      30118      10006          0 
      8546      10065      10218      30149      30118      10006          0 


Throughput: vmaskmovpd [m128],r128,r128 (pattern 0x02)

     Clock   Core cyc   Instruct   uops RAT       Uops     uop p0   Mov elim 
      8983      10268      10207      30123      30107      10000          0 
      8788      10007      10207      30131      30107      10000          0 
      8783      10009      10207      30141      30107      10000          0 
      8773      10007      10207      30138      30107      10000          0 
      8768      10012      10207      30142      30107      10000          0 
      8752      10005      10207      30134      30107      10000          0 
      8764      10007      10207      30134      30107      10000          0 
      8770      10006      10207      30134      30107      10000          0 
      8780      10006      10207      30134      30107      10000          0 
      8789      10007      10207      30134      30107      10000          0 


Throughput: vmaskmovpd [m128],r128,r128 (pattern 0x55)

     Clock   Core cyc   Instruct   uops RAT       Uops     uop p0   Mov elim 
      9599      11311      10218      30138      30118      10002          0 
      8529      10065      10218      30140      30118      10002          0 
      8535      10064      10218      30140      30118      10002          0 
      8543      10066      10218      30140      30118      10002          0 
      8516      10025      10218      30136      30118      10002          0 
      8527      10028      10218      30136      30118      10002          0 
      8535      10025      10218      30136      30118      10002          0 
      8523      10026      10218      30136      30118      10002          0 
      8518      10025      10218      30136      30118      10002          0 
      8511      10025      10218      30136      30118      10002          0 


Throughput: vmaskmovpd [m128],r128,r128 (pattern 0x33)

     Clock   Core cyc   Instruct   uops RAT       Uops     uop p0   Mov elim 
      9125      10417      10218      30147      30118      10001          0 
      8780      10014      10218      30151      30118      10001          0 
      8794      10015      10218      30155      30118      10001          0 
      8792      10009      10218      30145      30118      10001          0 
      8788      10010      10218      30145      30118      10001          0 
      8774      10009      10218      30145      30118      10001          0 
      8767      10011      10218      30145      30118      10001          0 
      8755      10010      10218      30145      30118      10001          0 
      8759      10011      10218      30145      30118      10001          0 
      8772      10010      10218      30145      30118      10001          0 


Throughput: vmaskmovpd [m128],r128,r128 (pattern 0xff)

     Clock   Core cyc   Instruct   uops RAT       Uops     uop p0   Mov elim 
      9276      10573      10213      30142      30113      10001          0 
      8798      10015      10213      30150      30113      10001          0 
      8794      10010      10213      30140      30113      10001          0 
      8782      10009      10213      30140      30113      10001          0 
      8776      10010      10213      30140      30113      10001          0 
      8763      10008      10213      30140      30113      10001          0 
      8759      10010      10213      30140      30113      10001          0 
      8767      10010      10213      30140      30113      10001          0 
      8775      10009      10213      30140      30113      10001          0 
      8784      10009      10213      30140      30113      10001          0 


Throughput: vmaskmovpd [m128],r128,r128 (pattern 0x55)

     Clock   Core cyc   Instruct       Uops     uop p0     uop p1     uop p2 
      9028      10615      10218      30118      10002          2       4289 
      8552      10066      10218      30118      10002          2       4288 
      8540      10063      10218      30118      10002          2       4288 
      8531      10064      10218      30118      10002          2       4288 
      8503      10025      10218      30118      10002          2       4288 
      8513      10027      10218      30118      10002          2       4288 
      8521      10025      10218      30118      10002          2       4288 
      8530      10027      10218      30118      10002          2       4288 
      8536      10025      10218      30118      10002          2       4288 
      8531      10028      10218      30118      10002          2       4288 

     Clock   Core cyc   Instruct       Uops     uop p3     uop p4     uop p5 
     16825      19802      10218      30118       5529      10000          3 
     16852      19809      10218      30118       5544      10000         10 
     15617      18398      10218      30122       5502      10001         14 
     16655      19670      10218      30118       5536      10000         16 
     16846      19862      10218      30118       5555      10001         14 
     16886      19858      10218      30118       5543      10000         15 
     15681      18430      10218      30122       5501      10000         13 
     16547      19498      10218      30120       5513      10000          5 
     16571      19554      10218      30118       5508      10000         14 
     16392      19321      10218      30122       5507      10000          6 

     Clock   Core cyc   Instruct       Uops     uop p6     uop p7   uops RAT 
      8690      10564      10218      30118        102          0      30138 
      8277      10064      10218      30118        103          0      30140 
      8287      10063      10218      30118        103          0      30140 
      8296      10064      10218      30118        103          0      30140 
      8269      10025      10218      30118        101          0      30136 
      8279      10026      10218      30118        101          0      30136 
      8273      10025      10218      30118        101          0      30136 
      8265      10027      10218      30118        101          0      30136 
      8253      10025      10218      30118        101          0      30136 
      8245      10027      10218      30118        101          0      30136 


Latency: vmaskmovpd [m128],r128,r128 (pattern 0x55)

     Clock   Core cyc   Instruct   uops RAT       Uops     uop p0   Mov elim 
    131802     150535      20218      40149      40118      10003          0 
    162597     152874      20218      40815      40485      10132          0 
    127468     150001      20218      40146      40118      10001          0 
    127369     149999      20218      40153      40118      10002          0 
    127462     149996      20218      40118      40118      10000          0 
    127361     149998      20218      40118      40118      10000          0 
    127464     149997      20218      40122      40118      10001          0 
    127365     149996      20218      40118      40118      10000          0 
    127462     149998      20218      40118      40118      10000          0 
    127369     149997      20218      40122      40118      10001          0 


Throughput: vmaskmovpd [m256],r256,r256 (pattern 0x00)

     Clock   Core cyc   Instruct   uops RAT       Uops     uop p0   Mov elim 
      9259      10544      10218      30147      30118      10000          0 
      8784      10018      10218      30155      30118      10000          0 
      8771      10010      10218      30145      30118      10000          0 
      8761      10009      10218      30145      30118      10000          0 
      8761      10010      10218      30145      30118      10000          0 
      8766      10009      10218      30145      30118      10000          0 
      8778      10011      10218      30145      30118      10000          0 
      8790      10010      10218      30145      30118      10000          0 
      8798      10011      10218      30145      30118      10000          0 
      8788      10010      10218      30145      30118      10000          0 


Throughput: vmaskmovpd [m256],r256,r256 (pattern 0x02)

     Clock   Core cyc   Instruct   uops RAT       Uops     uop p0   Mov elim 
      8636      10389      10207      30136      30107      10000          0 
      8503      10009      10207      30131      30107      10000          0 
      8513      10011      10207      30141      30107      10000          0 
      8519      10010      10207      30133      30107      10000          0 
      8517      10012      10207      30142      30107      10000          0 
      8504      10008      10207      30134      30107      10000          0 
      8491      10007      10207      30134      30107      10000          0 
      8485      10007      10207      30134      30107      10000          0 
      8483      10008      10207      30134      30107      10000          0 
      8491      10006      10207      30134      30107      10000          0 


Throughput: vmaskmovpd [m256],r256,r256 (pattern 0x55)

     Clock   Core cyc   Instruct   uops RAT       Uops     uop p0   Mov elim 
      9044      10625      10218      30140      30118      10002          0 
      8560      10066      10218      30140      30118      10002          0 
      8552      10063      10218      30140      30118      10002          0 
      8511      10026      10218      30136      30118      10002          0 
      8499      10027      10218      30136      30118      10002          0 
      8499      10026      10218      30136      30118      10002          0 
      8507      10026      10218      30136      30118      10002          0 
      8513      10025      10218      30136      30118      10002          0 
      8525      10026      10218      30136      30118      10002          0 
      8532      10026      10218      30136      30118      10002          0 


Throughput: vmaskmovpd [m256],r256,r256 (pattern 0x33)

     Clock   Core cyc   Instruct   uops RAT       Uops     uop p0   Mov elim 
      9315      10604      10218      30141      30118      10001          0 
      8801      10024      10218      30143      30118      10001          0 
      8791      10025      10218      30149      30118      10001          0 
      8767      10012      10218      30140      30118      10001          0 
      8767      10023      10218      30140      30118      10001          0 
      8759      10010      10218      30140      30118      10001          0 
      8769      10010      10218      30140      30118      10001          0 
      8798      10030      10218      30140      30118      10001          0 
      8791      10013      10218      30140      30118      10001          0 
      8801      10020      10218      30140      30118      10001          0 


Throughput: vmaskmovpd [m256],r256,r256 (pattern 0xff)

     Clock   Core cyc   Instruct   uops RAT       Uops     uop p0   Mov elim 
      9593      10568      10213      30137      30113      10001          0 
      9078      10012      10213      30143      30113      10001          0 
      9064      10011      10213      30139      30113      10001          0 
      9058      10013      10213      30139      30113      10001          0 
      9050      10012      10213      30139      30113      10001          0 
      9060      10009      10213      30139      30113      10001          0 
      9068      10010      10213      30139      30113      10001          0 
      9078      10011      10213      30135      30113      10001          0 
      9089      10011      10213      30135      30113      10001          0 
      9080      10009      10213      30139      30113      10001          0 


Throughput: vmaskmovpd [m256],r256,r256 (pattern 0x55)

     Clock   Core cyc   Instruct       Uops     uop p0     uop p1     uop p2 
      9018      10611      10218      30118      10002          2       4289 
      8542      10063      10218      30118      10002          2       4288 
      8537      10066      10218      30118      10002          2       4288 
      8503      10025      10218      30118      10002          2       4288 
      8513      10027      10218      30118      10002          2       4288 
      8521      10026      10218      30118      10002          2       4288 
      8528      10026      10218      30118      10002          2       4288 
      8537      10026      10218      30118      10002          2       4288 
      8527      10025      10218      30118      10002          2       4288 
      8519      10026      10218      30118      10002          2       4288 

     Clock   Core cyc   Instruct       Uops     uop p3     uop p4     uop p5 
      9012      10615      10218      30118       5716      10000          3 
      8541      10066      10218      30118       5717      10000          3 
      8533      10064      10218      30118       5717      10000          3 
      8540      10065      10218      30118       5717      10000          3 
      8511      10026      10218      30118       5717      10000          3 
      8523      10026      10218      30118       5717      10000          3 
      8530      10026      10218      30118       5717      10000          3 
      8537      10027      10218      30118       5717      10000          3 
      8525      10026      10218      30118       5717      10000          3 
      8517      10027      10218      30118       5717      10000          3 

     Clock   Core cyc   Instruct       Uops     uop p6     uop p7   uops RAT 
      9299      10960      10218      30118        102          0      30138 
      8527      10065      10218      30118        103          0      30140 
      8536      10063      10218      30118        103          0      30140 
      8542      10064      10218      30118        103          0      30140 
      8523      10026      10218      30118        101          0      30136 
      8533      10027      10218      30118        101          0      30136 
      8530      10025      10218      30118        101          0      30136 
      8524      10027      10218      30118        101          0      30136 
      8513      10026      10218      30118        101          0      30136 
      8507      10028      10218      30118        101          0      30136 


Latency: vmaskmovpd [m256],r256,r256 (pattern 0x55)

     Clock   Core cyc   Instruct   uops RAT       Uops     uop p0   Mov elim 
    136128     165523      20218      40133      40118      10001          0 
    131837     159996      20218      40146      40118      10001          0 
    131756     159995      20218      40161      40118      10003          0 
    131832     159998      20218      40118      40118      10000          0 
    131764     159995      20218      40122      40118      10001          0 
    131811     159995      20218      40118      40118      10000          0 
    131790     159996      20218      40118      40118      10000          0 
    131786     159995      20218      40122      40118      10001          0 
    131815     159995      20218      40118      40118      10000          0 
    131772     159998      20218      40118      40118      10000          0 


Throughput: vpmaskmovd r128,r128,[m128] (pattern 0x00)

     Clock   Core cyc   Instruct   uops RAT       Uops     uop p0   Mov elim 
      4861       5721      10218      20146      20118       3300          0 
      4425       5212      10218      20153      20118       3275          0 
      4357       5138      10218      20154      20118       3284          0 
      4332       5107      10218      20145      20118       3290          0 
      4324       5107      10218      20145      20118       3290          0 
      4322       5106      10218      20145      20118       3290          0 
      4326       5106      10218      20145      20118       3290          0 
      4329       5106      10218      20145      20118       3290          0 
      4332       5106      10218      20145      20118       3290          0 
      4334       5106      10218      20145      20118       3290          0 


Throughput: vpmaskmovd r128,r128,[m128] (pattern 0x02)

     Clock   Core cyc   Instruct   uops RAT       Uops     uop p0   Mov elim 
      4790       5643      10210      20139      20110       3328          0 
      4361       5138      10210      20145      20110       3236          0 
      4367       5139      10210      20146      20110       3268          0 
      4336       5104      10210      20137      20110       3264          0 
      4342       5104      10210      20137      20110       3264          0 
      4343       5104      10210      20137      20110       3264          0 
      4340       5106      10210      20137      20110       3264          0 
      4336       5104      10210      20137      20110       3264          0 
      4331       5104      10210      20137      20110       3264          0 
      4328       5104      10210      20137      20110       3264          0 


Throughput: vpmaskmovd r128,r128,[m128] (pattern 0x55)

     Clock   Core cyc   Instruct   uops RAT       Uops     uop p0   Mov elim 
      4881       5936      10221      20150      20121       3349          0 
      4225       5136      10221      20154      20121       3228          0 
      4229       5135      10221      20156      20121       3214          0 
      4203       5104      10221      20148      20121       3206          0 
      4207       5104      10221      20148      20121       3206          0 
      4211       5104      10221      20148      20121       3206          0 
      4211       5106      10221      20148      20121       3206          0 
      4219       5105      10221      20148      20121       3206          0 
      4217       5104      10221      20148      20121       3206          0 
      4215       5105      10221      20148      20121       3206          0 


Throughput: vpmaskmovd r128,r128,[m128] (pattern 0x33)

     Clock   Core cyc   Instruct   uops RAT       Uops     uop p0   Mov elim 
      5071       5979      10221      20147      20121       3336          0 
      4350       5135      10221      20154      20121       3228          0 
      4356       5135      10221      20156      20121       3214          0 
      4332       5103      10221      20148      20121       3206          0 
      4334       5103      10221      20148      20121       3206          0 
      4336       5103      10221      20148      20121       3206          0 
      4337       5105      10221      20148      20121       3206          0 
      4344       5106      10221      20148      20121       3206          0 
      4344       5104      10221      20148      20121       3206          0 
      4347       5104      10221      20148      20121       3206          0 


Throughput: vpmaskmovd r128,r128,[m128] (pattern 0xff)

     Clock   Core cyc   Instruct   uops RAT       Uops     uop p0   Mov elim 
      5194       5926      10213      20143      20113       3336          0 
      4506       5139      10213      20147      20113       3272          0 
      4508       5137      10213      20148      20113       3258          0 
      4497       5121      10213      20143      20113       3250          0 
      4492       5109      10213      20140      20113       3252          0 
      4490       5108      10213      20140      20113       3252          0 
      4483       5106      10213      20140      20113       3252          0 
      4485       5106      10213      20140      20113       3252          0 
      4480       5106      10213      20140      20113       3252          0 
      4478       5106      10213      20140      20113       3252          0 


Throughput: vpmaskmovd r128,r128,[m128] (pattern 0x55)

     Clock   Core cyc   Instruct       Uops     uop p0     uop p1     uop p2 
      5242       5961      10221      20121       3345       3548       5005 
      4515       5141      10221      20121       3226       3489       5006 
      4512       5142      10221      20121       3215       3485       5006 
      4481       5109      10221      20121       3207       3480       5006 
      4475       5109      10221      20121       3207       3480       5006 
